,category,id,name,target
493,business,article-may-3257,Circuit City gets takeover offer,1
494,sport,article-may-2723,Claxton hunting first major medal,2
495,technology,article-may-1549,Consumer concern over RFID tags,0
496,business,article-may-0149,Continental 'may run out of cash',1
497,business,article-may-2122,Deadline nears for Fiat-GM deal,1
498,business,article-may-4336,Deutsche Boerse set to 'woo' LSE,1
499,technology,article-may-0706,Domain system scam fear,0
500,technology,article-may-0573,Doors open at biggest gadget fair,0
501,sport,article-may-2915,Dunne keen to commit to Man City,2
502,business,article-may-1785,EMI shares hit by profit warning,1
503,business,article-may-1306,EU to probe Alitalia 'state aid',1
504,sport,article-may-2222,England 'to launch ref protest',2
505,sport,article-may-1674,Faye plans to stay at Portsmouth,2
506,business,article-may-3633,Featured: 'Strong dollar' call halts slide,1
507,sport,article-may-3723,Ferguson hails Man Utd's resolve,2
508,sport,article-may-2499,Fuming Robinson blasts officials,2
509,business,article-may-2400,Further rise in UK jobless total,1
510,technology,article-may-2476,Gadget growth fuels eco concerns,0
511,technology,article-may-2112,Gadget show heralds MP3 season,0
512,technology,article-may-2581,Games win for Blu-ray DVD format,0
513,business,article-may-2727,German business confidence slides,1
514,sport,article-may-0713,Gerrard future not decided by Cardiff loss,2
515,technology,article-may-4324,Halo 2 sells five million copies,0
516,sport,article-may-4280,Henin-Hardenne beaten on comeback,2
517,sport,article-may-0143,Hewitt falls to Dent in Adelaide,2
518,technology,article-may-2440,How to smash a home computer,0
519,sport,article-may-1036,Ireland call up uncapped Campbell,2
520,business,article-may-0966,Israel looks to US for bank chief,1
521,sport,article-may-4655,Keane defiant over Vieira bust-up,2
522,sport,article-may-2796,Kenya lift Chepkemei's suspension,2
523,business,article-may-0305,Kraft cuts snack ads for children,1
524,business,article-may-2491,Lesotho textile workers lose jobs,1
525,sport,article-may-2781,Lomu relishing return to action,2
526,business,article-may-1795,Lufthansa may sue over Bush visit,1
527,business,article-may-0332,MCI shares climb on takeover bid,1
528,business,article-may-4014,MG Rover China tie-up 'delayed',1
529,business,article-may-4886,Making your office work for you,1
530,sport,article-may-4104,McIlroy continues winning streak,2
531,technology,article-may-1112,Mobile TV tipped as one to watch,0
532,business,article-may-0180,Monsanto fined $1.5m for bribery,1
533,technology,article-may-1740,Moving mobile improves golf swing,0
534,sport,article-may-4133,Nadal puts Spain 2-0 up,2
535,business,article-may-0916,Nasdaq planning $100m-share sale,1
536,technology,article-may-3761,New Year's texting breaks record,0
537,technology,article-may-4517,New consoles promise big problems,0
538,technology,article-may-1326,Nintendo DS makes its Euro debut,0
539,sport,article-may-0373,O'Connor aims to grab opportunity,2
540,sport,article-may-4484,O'Leary agrees new Villa contract,2
541,sport,article-may-4229,O'Sullivan keeps his powder dry,2
542,technology,article-may-4474,Online commons to spark debate,0
543,technology,article-may-1687,Online games play with politics,0
544,business,article-may-1905,Parmalat founder offers apology,1
545,business,article-may-2611,Parmalat to return to stockmarket,1
546,technology,article-may-4895,Peer-to-peer nets 'here to stay',0
547,business,article-may-0016,Pernod takeover talk lifts Domecq,1
548,business,article-may-1238,Profits jump at China's top bank,1
549,sport,article-may-1947,Prop Jones ready for hard graft,2
550,business,article-may-2512,Qatar and Shell in $6bn gas deal,1
551,business,article-may-1598,Quake's economic costs emerging,1
552,sport,article-may-4585,Real in talks over Gravesen move,2
553,business,article-may-4874,Rescue hope for Borussia Dortmund,1
554,sport,article-may-0488,Robben and Cole earn Chelsea win,2
555,technology,article-may-0292,Robotic pods take on car design,0
556,sport,article-may-3235,Roddick in talks over new coach,2
557,business,article-may-1464,SEC to rethink post-Enron rules,1
558,technology,article-may-2443,Santy worm makes unwelcome visit,0
559,technology,article-may-2260,Seamen sail into biometric future,0
560,sport,article-may-3908,Serena becomes world number two,2
561,sport,article-may-2514,Smith aims to bring back respect,2
562,business,article-may-0985,Soaring oil 'hits world economy',1
563,technology,article-may-3855,Software watching while you work,0
564,technology,article-may-0057,Sony PSP console hits US in March,0
565,sport,article-may-0549,TV calls after Carroll error,2
566,technology,article-may-0738,TV's future down the phone line,0
567,business,article-may-1288,The 'ticking budget' facing the US,1
568,business,article-may-2467,Train strike grips Buenos Aires,1
569,technology,article-may-2263,UK broadband gets speed injection,0
570,business,article-may-0648,US adds more jobs than expected,1
571,business,article-may-3222,US economy shows solid GDP growth,1
572,business,article-may-1355,US economy still growing says Fed,1
573,business,article-may-3184,US in EU tariff chaos trade row,1
574,business,article-may-2365,US retail sales surge in December,1
575,business,article-may-0720,US trade gap hits record in 2004,1
576,business,article-may-3287,Ukraine revisits state sell-offs,1
577,sport,article-may-2299,Underdogs have more fun,2
578,business,article-may-0748,VW considers opening Indian plant,1
579,business,article-may-4097,Wal-Mart to pay $14m in gun suit,1
580,sport,article-may-2131,Wasps 31-37 Leicester,2
581,technology,article-may-3461,What high-definition will do to DVDs,0
582,technology,article-may-4326,Why Cell will get the hard sell,0
583,sport,article-may-2814,Wilkinson fit to face Edinburgh,2
584,sport,article-may-2271,Wilkinson return 'unlikely',2
585,technology,article-may-3619,Yahoo celebrates a decade online,0
586,technology,article-may-0996,Yahoo moves into desktop search,0
587,technology,article-jun-1972,2D Metal Slug offers retro fun,0
588,technology,article-jun-1987,Anti-spam laws bite spammer hard,0
589,technology,article-jun-0716,Apple laptop is 'greatest gadget',0
590,technology,article-jun-2935,Apple makes blogs reveal sources,0
591,technology,article-jun-4840,Apple unveils low-cost 'Mac mini',0
592,business,article-jun-4479,Arsenal 'may seek full share listing',1
593,business,article-jun-1568,BA to suspend two Saudi services,1
594,business,article-jun-1579,BMW drives record sales in Asia,1
595,business,article-jun-3219,BT offers equal access to rivals,1
596,sport,article-jun-1778,Barwick calls for Highbury calm,2
597,sport,article-jun-1644,Barwick installed as new FA boss,2
598,technology,article-jun-2609,Be careful how you code,0
599,business,article-jun-1346,Beer giant swallows Russian firm,1
600,technology,article-jun-3633,Blinx sequel purrs nicely,0
601,business,article-jun-3298,Bombardier chief to leave company,1
602,technology,article-jun-3624,Bond game fails to shake or stir,0
603,business,article-jun-0532,Britannia members' £42m windfall,1
604,technology,article-jun-2071,California sets fines for spyware,0
605,business,article-jun-1491,Call to save manufacturing jobs,1
606,sport,article-jun-1294,Can Smith work Scottish wonders?,2
607,technology,article-jun-1801,Cebit fever takes over Hanover,0
608,sport,article-jun-4596,Chelsea clinch cup in extra-time,2
609,technology,article-jun-4483,China 'to overtake US net use',0
610,business,article-jun-0384,China bans new tobacco factories,1
611,sport,article-jun-3025,Davenport dismantles young rival,2
612,business,article-jun-3207,Disaster claims 'less than $10bn',1
613,business,article-jun-3422,Dollar drops on reserves concerns,1
614,business,article-jun-3285,EU 'too slow' on economic reforms,1
615,sport,article-jun-1131,English clubs make Euro history,2
616,business,article-jun-4266,Ex-Boeing director gets jail term,1
617,sport,article-jun-4362,FA decides not to punish Mourinho,2
618,technology,article-jun-0537,Fast lifts rise into record books,0
619,technology,article-jun-1448,Featured: 'Blog' picked as word of the year,0
620,technology,article-jun-4007,Featured: 'Brainwave' cap controls computer,0
621,technology,article-jun-3887,Featured: 'Podcasters' look to net money,0
622,business,article-jun-3406,Fresh hope after Argentine crisis,1
623,technology,article-jun-2920,Gadget market 'to grow in 2005',0
624,technology,article-jun-2699,Gates opens biggest gadget fair,0
625,sport,article-jun-0332,Gebrselassie in London triple bid,2
626,sport,article-jun-4500,Gerrard plays down European hopes,2
627,business,article-jun-1482,Giant waves damage S Asia economy,1
628,business,article-jun-0787,Giving financial gifts to children,1
629,business,article-jun-2022,Golden rule boost for Chancellor,1
630,sport,article-jun-3687,Henman hopes ended in Dubai,2
631,technology,article-jun-3700,Hitachi unveils 'fastest robot',0
632,technology,article-jun-3528,Hotspot users gain free net calls,0
633,business,article-jun-2557,"How Manchester United, Knicks Wins Correlate With Stock Gains",1
634,business,article-jun-2381,Hyundai to build new India plant,1
635,business,article-jun-1633,Industrial revival hope for Japan,1
636,business,article-jun-4342,Insurance bosses plead guilty,1
637,business,article-jun-4535,Iraq and Afghanistan in WTO talks,1
638,sport,article-jun-1155,Ireland surge past Scots,2
639,sport,article-jun-0553,Italy 17-28 Ireland,2
640,business,article-jun-1387,JP Morgan admits US slavery links,1
641,sport,article-jun-2401,Keegan hails comeback king Fowler,2
642,technology,article-jun-4329,Kenyan school turns to handhelds,0
643,technology,article-jun-1532,Long life promised for laptop PCs,0
644,business,article-jun-1434,M&S cuts prices by average of 24%,1
645,business,article-jun-2521,MCI shareholder sues to stop bid,1
646,business,article-jun-2097,Market unfazed by Aurora setback,1
647,technology,article-jun-2226,Microsoft takes on desktop search,0
648,business,article-jun-4453,Millions 'to lose textile jobs',1
649,technology,article-jun-4509,Mobile networks seek turbo boost,0
650,technology,article-jun-2467,Mobiles 'not media players yet',0
651,technology,article-jun-1038,Mobiles double up as bus tickets,0
652,technology,article-jun-2420,Mobiles rack up 20 years of use,0
653,sport,article-jun-4994,Mourinho takes swipe at Arsenal,2
654,sport,article-jun-3434,Mourinho to escape FA charge,2
655,technology,article-jun-4410,Net regulation 'still possible',0
656,technology,article-jun-0925,New delay hits EU software laws,0
657,business,article-jun-1788,Newest EU members underpin growth,1
658,sport,article-jun-0749,No lack of Christmas spirit,2
659,sport,article-jun-4657,O'Driscoll/Gregan lead Aid stars,2
660,business,article-jun-2787,Optimism remains over UK housing,1
661,business,article-jun-2319,Orange colour clash set for court,1
662,sport,article-jun-1141,Owen delighted with Real display,2
663,technology,article-jun-4805,Pandas benefit from wireless net,0
664,technology,article-jun-0101,Parents face video game lessons,0
665,sport,article-jun-4636,Petit career ended by knee injury,2
666,sport,article-jun-1885,Plymouth 3-0 Sheff Utd,2
667,sport,article-jun-1112,Preview: Ireland v England (Sun),2
668,sport,article-jun-4470,Prinz beats Hamm to Fifa trophy,2
669,business,article-jun-3966,Profits slide at India's Dr Reddy,1
670,sport,article-jun-1668,Prutton poised for lengthy FA ban,2
671,technology,article-jun-1940,Rivals of the £400 Apple...,0
672,sport,article-jun-0693,Robinson answers critics,2
673,sport,article-jun-0583,Rochus shocks Coria in Auckland,2
674,business,article-jun-4042,"Rover deal 'may cost 2,000 jobs'",1
675,sport,article-jun-1150,Running around the Olympics,2
676,business,article-jun-0829,SA unveils 'more for all' budget,1
677,business,article-jun-4361,SBC plans post-takeover job cuts,1
678,business,article-jun-2660,Safety alert as GM recalls cars,1
679,business,article-jun-3293,Saudi ministry to employ women,1
680,technology,article-jun-4523,Savvy searchers fail to spot ads,0
681,business,article-jun-2536,Shares hit by MS drug suspension,1
682,business,article-jun-0684,Slowdown hits US factory growth,1
683,technology,article-jun-3126,Spam e-mails tempt net shoppers,0
684,technology,article-jun-1396,Text messages aid disaster recovery,0
685,sport,article-jun-3380,The wonder of Ronaldinho,2
686,technology,article-jun-3599,The year search became personal,0
687,sport,article-jun-0780,Tomlinson stays focused on Europe,2
688,business,article-jun-0505,US bank boss hails 'genius' Smith,1
689,business,article-jun-2320,US consumer confidence up,1
690,business,article-jun-3360,US trade deficit widens sharply,1
691,sport,article-jun-1094,Uefa threat over foreign quotas,2
692,business,article-jun-2505,Ukraine steel sell-off 'illegal',1
693,business,article-jun-2405,Ukraine trims privatisation check,1
694,sport,article-jun-4106,Venus stunned by Farina Elia,2
695,sport,article-jun-0039,Video technology will not make football a mistake-free sport,2
696,technology,article-jun-2519,Warning over Windows Word files,0
697,business,article-jun-1446,Weak dollar trims Cadbury profits,1
698,technology,article-jun-1293,Web helps collect aid donations,0
699,sport,article-jun-4259,Wenger handed summer war chest,2
700,technology,article-jun-4520,When technology gets personal,0
701,technology,article-jul-1745,A decade of good website design,0
702,sport,article-jul-0465,Agassi fear for Melbourne,2
703,business,article-jul-4512,Ailing EuroDisney vows turnaround,1
704,sport,article-jul-2758,Ajax refuse to rule out Jol move,2
705,sport,article-jul-4068,Anelka apologises for criticism,2
706,technology,article-jul-1257,Apple attacked over sources row,0
707,technology,article-jul-2965,Apple iPod family expands market,0
708,technology,article-jul-2977,Argonaut founder rebuilds empire,0
709,sport,article-jul-0794,Arsenal 1-1 Sheff Utd,2
710,business,article-jul-0495,Asia shares defy post-quake gloom,1
711,business,article-jul-2215,Aviation firms eye booming India,1
712,technology,article-jul-4187,BT program to beat dialler scams,0
713,business,article-jul-3607,Bat spit drug firm goes to market,1
714,sport,article-jul-3406,Bees handed potential Man Utd tie,2
715,sport,article-jul-4480,Blackburn v Burnley,2
716,business,article-jul-4575,Boeing unveils new 777 aircraft,1
717,sport,article-jul-2829,Breaking news: US company admits Benin bribery,2
718,technology,article-jul-4356,Broadband in the UK growing fast,0
719,sport,article-jul-3487,Bryan twins keep US hopes alive,2
720,business,article-jul-3941,Building giant in asbestos payout,1
721,technology,article-jul-4527,California sets fines for spyware,0
722,business,article-jul-3516,Call to overhaul UK state pension,1
723,sport,article-jul-0165,Campbell to be Lions consultant,2
724,sport,article-jul-2340,Cantona issues Man Utd job hint,2
725,business,article-jul-4614,Chinese exports rise 25% in 2004,1
726,sport,article-jul-2009,Clijsters could play Aussie Open,2
727,sport,article-jul-2742,Corry backs skipper Robinson,2
728,technology,article-jul-3010,DVD copy protection strengthened,0
729,sport,article-jul-4101,Dallaglio his own man to the end,2
730,sport,article-jul-2708,Dawson wins England squad recall,2
731,sport,article-jul-4268,Dementieva prevails in Hong Kong,2
732,technology,article-jul-4019,Disney backs Sony DVD technology,0
733,sport,article-jul-1748,Dominici backs lacklustre France,2
734,technology,article-jul-1249,Dublin hi-tech labs to shut down,0
735,business,article-jul-4170,Ebbers denies WorldCom fraud,1
736,sport,article-jul-2162,England coach faces rap after row,2
737,business,article-jul-0339,European losses hit GM's profits,1
738,sport,article-jul-2286,Fifa agrees goal-line technology,2
739,technology,article-jul-2988,Freeze on anti-spam campaign,0
740,business,article-jul-4021,French boss to leave EADS,1
741,business,article-jul-4373,German economy rebounds,1
742,business,article-jul-4895,Glazer makes new Man Utd approach,1
743,technology,article-jul-4326,Google to scan famous libraries,0
744,sport,article-jul-0662,Greek sprinters 'won't run again',2
745,sport,article-jul-2558,Greek sprinters suspended by IAAF,2
746,sport,article-jul-3455,Gunners clock up winning record,2
747,technology,article-jul-4969,Halo 2 heralds traffic explosion,0
748,sport,article-jul-3422,Henson stakes early Lions claim,2
749,sport,article-jul-1711,Hewitt fights back to reach final,2
750,sport,article-jul-2063,Holmes is hit by hamstring injury,2
751,technology,article-jul-2960,IBM frees 500 software patents,0
752,business,article-jul-4915,India's Reliance family feud heats up,1
753,business,article-jul-4812,India's rupee hits five-year high,1
754,technology,article-jul-3520,Ink helps drive democracy in Asia,0
755,sport,article-jul-0643,Irish finish with home game,2
756,business,article-jul-3273,J&J agrees $25bn Guidant deal,1
757,sport,article-jul-3870,Johansson takes Adelaide victory,2
758,sport,article-jul-0803,Jones doping probe begins,2
759,sport,article-jul-4157,Kenteris denies faking road crash,2
760,business,article-jul-0297,Khodorkovsky quits Yukos shares,1
761,technology,article-jul-4908,Latest Opera browser gets vocal,0
762,sport,article-jul-1013,Legendary Dutch boss Michels dies,2
763,sport,article-jul-4496,Lions blow to World Cup stars,2
764,sport,article-jul-3168,Liverpool revel in night of glory,2
765,business,article-jul-4242,Man Utd to open books to Glazer,1
766,sport,article-jul-2527,Man Utd urged to seal Giggs deal,2
767,sport,article-jul-1760,Melzer shocks Agassi in San Jose,2
768,technology,article-jul-4400,Microsoft debuts security tools,0
769,technology,article-jul-4827,Millions buy MP3 players in US,0
770,technology,article-jul-4341,Mobile multimedia slow to catch on,0
771,technology,article-jul-3525,Mobiles get set for visual radio,0
772,technology,article-jul-2544,Mobiles rack up 20 years of use,0
773,sport,article-jul-0637,Molby says Gravesen is Real deal,2
774,technology,article-jul-4798,More power to the people says HP,0
775,technology,article-jul-2909,Musicians 'upbeat' about the net,0
776,business,article-jul-2815,News Corp eyes video games market,1
777,technology,article-jul-4628,No half measures with Half-Life 2,0
778,sport,article-jul-1361,Parmar ruled out of Davis Cup tie,2
779,sport,article-jul-0597,Philippoussis doubt over Open bid,2
780,technology,article-jul-2241,Pompeii gets digital make-over,0
781,business,article-jul-1728,Q&A: Malcolm Glazer and Man Utd,1
782,sport,article-jul-1219,Radcliffe eyes hard line on drugs,2
783,sport,article-jul-4829,Real will finish abandoned match,2
784,sport,article-jul-1320,Ref stands by Scotland decisions,2
785,sport,article-jul-2463,Robinson wants dual code success,2
786,sport,article-jul-3438,Roche 'turns down Federer offer',2
787,sport,article-jul-4719,Roddick splits from coach Gilbert,2
788,sport,article-jul-3289,Ronaldinho denies Blues interest,2
789,business,article-jul-2439,S Korea spending boost to economy,1
790,business,article-jul-3943,S Korean consumers spending again,1
791,business,article-jul-3331,Saudi investor picks up the Savoy,1
792,sport,article-jul-3957,Sella wants Michalak recall,2
793,business,article-jul-0733,Share boost for feud-hit Reliance,1
794,business,article-jul-0168,Shares rise on new Man Utd offer,1
795,technology,article-jul-2667,Sony PSP tipped as a 'must-have',0
796,sport,article-jul-4244,Souness eyes summer move for Owen,2
797,technology,article-jul-0334,Souped-up wi-fi is on the horizon,0
798,business,article-jul-0645,South African car demand surges,1
799,sport,article-jul-3380,Stam spices up Man Utd encounter,2
800,sport,article-jul-0019,Tapping-up row is so much hot air,2
801,technology,article-jul-4790,Technology gets the creative bug,0
802,technology,article-jul-4384,Technology in rugby: GPS systems continue to grow in importance,0
803,sport,article-jul-3522,Tindall aiming to earn Lions spot,2
804,sport,article-jul-1717,Tindall wants second opinion,2
805,business,article-jul-1112,Tsunami 'to hit Sri Lanka banks',1
806,business,article-jul-0202,UK economy facing 'major risks',1
807,business,article-jul-1885,US Ahold suppliers face charges,1
808,business,article-jul-3830,US data sparks inflation worries,1
809,business,article-jul-0931,US interest rate rise expected,1
810,technology,article-jul-1059,US peer-to-peer pirates convicted,0
811,sport,article-jul-3879,"Umaga ready for ""fearsome"" Lions",2
812,technology,article-jul-4233,Virus poses as Christmas e-mail,0
813,business,article-jul-0417,Wal-Mart fights back at accusers,1
814,sport,article-jul-3332,Wales coach elated with win,2
815,business,article-jul-0589,Warning over US pensions deficit,1
816,technology,article-jul-4193,Web photo storage market hots up,0
817,technology,article-jul-0503,Web radio takes Spanish rap global,0
818,sport,article-jul-1350,Wenger keeping faith with Almunia,2
819,sport,article-jul-1729,Wenger steps up row,2
820,sport,article-jul-4500,What now for British tennis?,2
821,sport,article-jul-3874,White admits to Balco drugs link,2
822,technology,article-jul-2168,World tour for top video gamers,0
823,business,article-aug-3515,$1m payoff for former Shell boss,1
824,technology,article-aug-1123,Anti-tremor mouse stops PC shakes,0
825,technology,article-aug-4475,Apple unveils low-cost 'Mac mini',0
826,business,article-aug-3384,"Argentina, Venezuela in oil deal",1
827,sport,article-aug-4019,Argentine great Caniggia retires,2
828,business,article-aug-0806,Banker loses sexism claim,1
829,business,article-aug-4964,Beijingers fume over parking fees,1
830,sport,article-aug-4265,Bell set for England debut,2
831,sport,article-aug-3926,Benitez issues warning to Gerrard,2
832,sport,article-aug-4614,Blackburn 0-1 Chelsea,2
833,business,article-aug-2567,Brazil plays down Varig rescue,1
834,technology,article-aug-4701,Britons fed up with net service,0
835,technology,article-aug-0893,Broadband takes on TV viewing,0
836,business,article-aug-4668,Brussels raps mobile call charges,1
837,sport,article-aug-1637,Butler strikes gold in Spain,2
838,sport,article-aug-0324,Chelsea denied by James heroics,2
839,business,article-aug-0908,China had role in Yukos split-up,1
840,sport,article-aug-1443,Clijsters hope on Aussie Open,2
841,sport,article-aug-3079,Costin aims for comeback in 2006,2
842,business,article-aug-0896,DaimlerChrysler's 2004 sales rise,1
843,sport,article-aug-4896,Dal Maso in to replace Bergamasco,2
844,sport,article-aug-3579,Davenport hits out at Wimbledon,2
845,sport,article-aug-4658,Dein concerned by Chelsea stance,2
846,business,article-aug-2737,Deutsche Boerse boosts dividend,1
847,business,article-aug-1784,EU ministers to mull jet fuel tax,1
848,business,article-aug-2063,Euronext joins bid battle for LSE,1
849,technology,article-aug-1532,Featured: 'No re-draft' for EU patent law,0
850,technology,article-aug-0644,Featured: 'Ultimate game' award for Doom 3,0
851,business,article-aug-3247,Fed chief warning on US deficit,1
852,sport,article-aug-2464,Ferguson rues failure to cut gap,2
853,business,article-aug-2142,GM pays $2bn to evade Fiat buyout,1
854,business,article-aug-1157,GSK aims to stop Aids profiteers,1
855,technology,article-aug-2119,GTA sequel is criminally good,0
856,technology,article-aug-3859,"Gamer buys $26,500 virtual land",0
857,technology,article-aug-1614,Google's toolbar sparks concern,0
858,sport,article-aug-3206,Greene sets sights on world title,2
859,sport,article-aug-3335,Henman to face Saulnier test,2
860,sport,article-aug-2889,Holmes back on form in Birmingham,2
861,business,article-aug-0763,Home loan approvals rising again,1
862,business,article-aug-0648,Huge rush for Jet Airways shares,1
863,technology,article-aug-1226,IBM puts cash behind Linux push,0
864,business,article-aug-2762,India unveils anti-poverty budget,1
865,sport,article-aug-0319,Injury doubts beset Wales squad,2
866,technology,article-aug-3240,"Intercom Are Doubling Their Product Teams In SF, Dublin & London",0
867,sport,article-aug-1817,Ireland 19-13 England,2
868,sport,article-aug-0781,Ireland win eclipses refereeing 'errors',2
869,business,article-aug-4887,Japan economy slides to recession,1
870,business,article-aug-4692,Japan's ageing workforce: built to last,1
871,business,article-aug-0685,Japanese growth grinds to a halt,1
872,business,article-aug-1101,Jobs go at Oracle after takeover,1
873,business,article-aug-1823,Jobs growth still slow in the US,1
874,sport,article-aug-3199,Johnson accuses British sprinters,2
875,business,article-aug-0176,LSE doubts boost bidders' shares,1
876,technology,article-aug-1452,Lasers help bridge network gaps,0
877,sport,article-aug-3112,Lewis-Francis turns to Christie,2
878,sport,article-aug-0373,Man City 0-2 Man Utd,2
879,sport,article-aug-4936,Man Utd women's team to be axed,2
880,business,article-aug-1558,Markets fall on weak dollar fears,1
881,business,article-aug-3754,Marsh executive in guilty plea,1
882,business,article-aug-2783,McDonald's boss Bell dies aged 44,1
883,sport,article-aug-4587,McIlroy wins 800m indoor title,2
884,business,article-aug-3962,Mexican in US send $16bn home,1
885,technology,article-aug-0665,Microsoft launches its own search,0
886,technology,article-aug-3312,Microsoft releases bumper patches,0
887,technology,article-aug-2549,Microsoft sets sights on spyware,0
888,business,article-aug-4009,Mixed Christmas for US retailers,1
889,business,article-aug-2180,Mixed reaction to Man Utd offer,1
890,sport,article-aug-3857,Murray to make Cup history,2
891,technology,article-aug-3877,Musical future for phones,0
892,technology,article-aug-3101,Net fingerprints combat attacks,0
893,technology,article-aug-3408,New browser wins over net surfers,0
894,business,article-aug-3126,News Corp eyes video games market,1
895,business,article-aug-2688,No seasonal lift for house market,1
896,sport,article-aug-2601,O'Sullivan quick to hail Italians,2
897,business,article-aug-1976,Online News poll indicates economic gloom,1
898,business,article-aug-4015,Parmalat boasts doubled profits,1
899,technology,article-aug-4910,PlayStation 3 processor unveiled,0
900,technology,article-aug-1990,Podcasts mark rise of DIY radio,0
901,business,article-aug-3360,Police detain Chinese milk bosses,1
902,sport,article-aug-3213,Poll explains free-kick decision,2
903,sport,article-aug-3564,Radcliffe proves doubters wrong,2
904,sport,article-aug-4998,Radcliffe will compete in London,2
905,sport,article-aug-0801,Roddick into San Jose final,2
906,sport,article-aug-4456,Ruddock backs Yapp's credentials,2
907,business,article-aug-4931,S&N extends Indian beer venture,1
908,sport,article-aug-4232,SA return to Mauritius,2
909,sport,article-aug-1046,Safin slumps to shock Dubai loss,2
910,business,article-aug-3940,Sales 'fail to boost High Street',1
911,sport,article-aug-4740,Santini resigns as Spurs manager,2
912,sport,article-aug-2812,Serena ends Sania Mirza's dream,2
913,technology,article-aug-0633,Set your television to wow,0
914,business,article-aug-3280,Small firms 'hit by rising costs',1
915,sport,article-aug-4746,Souness delight at Euro progress,2
916,sport,article-aug-4220,Stars shine for tsunami benefit,2
917,sport,article-aug-1720,Strachan turns down Pompey,2
918,business,article-aug-1390,Strong demand triggers oil rally,1
919,sport,article-aug-2437,Sydney to host north v south game,2
920,business,article-aug-1486,Telegraph newspapers axe 90 jobs,1
921,business,article-aug-2512,UK bank seals South Korean deal,1
922,business,article-aug-1933,UK homes hit £3.3 trillion total,1
923,business,article-aug-1337,US Airways staff agree to pay cut,1
924,business,article-aug-4172,US budget deficit to reach $368bn,1
925,business,article-aug-3301,US interest rates increased to 2%,1
926,technology,article-aug-2517,US woman sues over ink cartridges,0
927,sport,article-aug-4672,Uganda FA suspended,2
928,business,article-aug-0800,Ukraine strikes Turkmen gas deal,1
929,technology,article-aug-0840,Video phone help for deaf people,0
930,technology,article-aug-4831,Viewers to be able to shape TV,0
931,sport,article-aug-2563,WRU proposes season overhaul,2
932,business,article-aug-4625,Watchdog probes Vivendi bond sale,1
933,business,article-aug-1797,Weak data buffets French economy,1
934,sport,article-aug-2487,White prepared for battle,2
935,sport,article-aug-0053,Williams stays on despite dispute,2
936,business,article-aug-1767,Wipro beats forecasts once again,1
937,business,article-aug-3362,WorldCom bosses' $54m payout,1
938,sport,article-aug-1146,Young debut cut short by Ginepri,2
939,sport,article-sep-1375,Adriano's Chelsea link rejected,2
940,business,article-sep-3874,Alfa Romeos 'to get GM engines',1
941,business,article-sep-0096,Amex shares up on spin-off news,1
942,technology,article-sep-3814,Apple attacked over sources row,0
943,sport,article-sep-4619,Aragones angered by racism fine,2
944,business,article-sep-3639,Asian banks halt dollar's slide,1
945,technology,article-sep-4996,Attack prompts Bush site block,0
946,sport,article-sep-3370,Beckham relief as Real go through,2
947,sport,article-sep-0503,Beckham's chat reigns in Spain,2
948,sport,article-sep-4426,Blatter suggests offside change,2
949,sport,article-sep-1785,Bomb threat at Bernabeu stadium,2
950,sport,article-sep-3918,Bristol City 2-1 Milton Keynes,2
951,business,article-sep-0401,Cairn Energy in Indian gas find,1
952,sport,article-sep-2816,Campbell lifts lid on United feud,2
953,technology,article-sep-3016,Can Yahoo dominate next decade?,0
954,business,article-sep-2767,Cars pull down US retail figures,1
955,sport,article-sep-4852,Chelsea 3-0 Portsmouth,2
956,sport,article-sep-1803,Chepkemei hit by big ban,2
957,business,article-sep-0386,Chinese dam firm 'defies Beijing',1
958,technology,article-sep-3587,Concern over RFID tags,0
959,sport,article-sep-1349,Davenport puts retirement on hold,2
960,business,article-sep-3570,Dollar hits new low versus euro,1
961,technology,article-sep-4970,Domain system opens door to scams,0
962,business,article-sep-0920,"Dutch bank to lay off 2,850 staff",1
963,sport,article-sep-4665,Edgy Agassi struggles past Dent,2
964,sport,article-sep-3053,Edwards tips Idowu for Euro gold,2
965,business,article-sep-4093,Electronics firms eye plasma deal,1
966,sport,article-sep-1145,England claim Dubai Sevens glory,2
967,sport,article-sep-3077,England's defensive crisis grows,2
968,business,article-sep-2562,Ericsson sees earnings improve,1
969,business,article-sep-4352,FAO warns on impact of subsidies,1
970,sport,article-sep-2859,Faultless Federer has no equal,2
971,sport,article-sep-3900,Fear will help France - Laporte,2
972,technology,article-sep-3760,Featured: 'No re-draft' for EU patent law,0
973,sport,article-sep-2440,Ferguson urges Henry punishment,2
974,sport,article-sep-2872,Ferrero eyes return to top form,2
975,business,article-sep-4414,Fiat chief takes steering wheel,1
976,technology,article-sep-4877,Football Manager scores big time,0
977,technology,article-sep-3592,Freeze on anti-spam campaign,0
978,business,article-sep-0022,French suitor holds LSE meeting,1
979,sport,article-sep-0232,Funding cut hits Wales Students,2
980,technology,article-sep-1748,Gadget show heralds MP3 Christmas,0
981,technology,article-sep-4345,Games firms 'face tough future',0
982,business,article-sep-1443,Georgia plans hidden asset pardon,1
983,business,article-sep-4275,German jobless rate at new record,1
984,sport,article-sep-0555,Gerrard happy at Anfield,2
985,business,article-sep-4613,Go-ahead for Balkan oil pipeline,1
986,business,article-sep-2949,Golden rule 'intact' says ex-aide,1
987,sport,article-sep-3287,Henman overcomes rival Rusedski,2
